id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
161,Helvetica Now Poster Expanded Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Poster,Expanded,Inter,0.0,0.15,0.52,0.5,0.72
162,Helvetica Now Poster Expanded Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Poster,Expanded,Inter,0.0,0.15,0.52,0.5,0.72
163,Helvetica Now Poster Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Normal,Inter,0.0,0.15,0.52,0.5,0.72
164,Helvetica Now Poster Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Normal,Inter,0.0,0.15,0.52,0.5,0.72
165,Helvetica Now Poster Condensed Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Condensed,Inter,0.0,0.15,0.52,0.5,0.45
166,Helvetica Now Poster Condensed Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Condensed,Inter,0.0,0.15,0.52,0.5,0.45
167,Helvetica Now Poster Expanded Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Expanded,Inter,0.0,0.15,0.52,0.5,0.72
168,Helvetica Now Poster Expanded Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Poster,Expanded,Inter,0.0,0.15,0.52,0.5,0.72
169,Helvetica Now Poster SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
170,Helvetica Now Poster SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
171,Helvetica Now Poster Condensed SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
172,Helvetica Now Poster Condensed SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
173,Helvetica Now Poster Expanded SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
174,Helvetica Now Poster Expanded SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
175,Helvetica Now Poster Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
176,Helvetica Now Poster Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
177,Helvetica Now Poster Condensed Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
178,Helvetica Now Poster Condensed Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
179,Helvetica Now Poster Expanded Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
180,Helvetica Now Poster Expanded Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
181,Helvetica Now Poster ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
182,Helvetica Now Poster ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
183,Helvetica Now Poster Condensed ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
184,Helvetica Now Poster Condensed ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
185,Helvetica Now Poster Expanded ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
186,Helvetica Now Poster Expanded ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
187,Helvetica Now Poster Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
188,Helvetica Now Poster Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Normal,Inter,0.0,0.15,0.52,0.85,0.72
189,Helvetica Now Poster Condensed Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
190,Helvetica Now Poster Condensed Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Condensed,Inter,0.0,0.15,0.52,0.85,0.45
191,Helvetica Now Poster Expanded Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
192,Helvetica Now Poster Expanded Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Poster,Expanded,Inter,0.0,0.15,0.52,0.85,0.72
193,Helvetica Now Micro Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Normal,Inter,0.0,0.15,0.7,0.15,0.72
194,Helvetica Now Micro Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Normal,Inter,0.0,0.15,0.7,0.15,0.72
195,Helvetica Now Micro Condensed Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Condensed,Inter,0.0,0.15,0.7,0.15,0.45
196,Helvetica Now Micro Condensed Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Condensed,Inter,0.0,0.15,0.7,0.15,0.45
197,Helvetica Now Micro Expanded Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Expanded,Inter,0.0,0.15,0.7,0.15,0.72
198,Helvetica Now Micro Expanded Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Micro,Expanded,Inter,0.0,0.15,0.7,0.15,0.72
199,Helvetica Now Micro Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Normal,Inter,0.0,0.15,0.7,0.15,0.72
200,Helvetica Now Micro Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Normal,Inter,0.0,0.15,0.7,0.15,0.72
201,Helvetica Now Micro Condensed Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Condensed,Inter,0.0,0.15,0.7,0.15,0.45
202,Helvetica Now Micro Condensed Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Condensed,Inter,0.0,0.15,0.7,0.15,0.45
203,Helvetica Now Micro Expanded Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Expanded,Inter,0.0,0.15,0.7,0.15,0.72
204,Helvetica Now Micro Expanded Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Micro,Expanded,Inter,0.0,0.15,0.7,0.15,0.72
205,Helvetica Now Micro Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Normal,Inter,0.0,0.15,0.7,0.5,0.72
206,Helvetica Now Micro Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Normal,Inter,0.0,0.15,0.7,0.5,0.72
207,Helvetica Now Micro Condensed Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Condensed,Inter,0.0,0.15,0.7,0.5,0.45
208,Helvetica Now Micro Condensed Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Condensed,Inter,0.0,0.15,0.7,0.5,0.45
209,Helvetica Now Micro Expanded Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Expanded,Inter,0.0,0.15,0.7,0.5,0.72
210,Helvetica Now Micro Expanded Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Micro,Expanded,Inter,0.0,0.15,0.7,0.5,0.72
211,Helvetica Now Micro Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Normal,Inter,0.0,0.15,0.7,0.5,0.72
212,Helvetica Now Micro Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Normal,Inter,0.0,0.15,0.7,0.5,0.72
213,Helvetica Now Micro Condensed Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Condensed,Inter,0.0,0.15,0.7,0.5,0.45
214,Helvetica Now Micro Condensed Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Condensed,Inter,0.0,0.15,0.7,0.5,0.45
215,Helvetica Now Micro Expanded Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Expanded,Inter,0.0,0.15,0.7,0.5,0.72
216,Helvetica Now Micro Expanded Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Micro,Expanded,Inter,0.0,0.15,0.7,0.5,0.72
217,Helvetica Now Micro SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
218,Helvetica Now Micro SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
219,Helvetica Now Micro Condensed SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
220,Helvetica Now Micro Condensed SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
221,Helvetica Now Micro Expanded SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
222,Helvetica Now Micro Expanded SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
223,Helvetica Now Micro Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
224,Helvetica Now Micro Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
225,Helvetica Now Micro Condensed Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
226,Helvetica Now Micro Condensed Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
227,Helvetica Now Micro Expanded Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
228,Helvetica Now Micro Expanded Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
229,Helvetica Now Micro ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
230,Helvetica Now Micro ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
231,Helvetica Now Micro Condensed ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
232,Helvetica Now Micro Condensed ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
233,Helvetica Now Micro Expanded ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
234,Helvetica Now Micro Expanded ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
235,Helvetica Now Micro Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
236,Helvetica Now Micro Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Normal,Inter,0.0,0.15,0.7,0.85,0.72
237,Helvetica Now Micro Condensed Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
238,Helvetica Now Micro Condensed Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Condensed,Inter,0.0,0.15,0.7,0.85,0.45
239,Helvetica Now Micro Expanded Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
240,Helvetica Now Micro Expanded Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Micro,Expanded,Inter,0.0,0.15,0.7,0.85,0.72
241,Helvetica Now Deck Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Normal,Inter,0.0,0.15,0.58,0.15,0.72
242,Helvetica Now Deck Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Normal,Inter,0.0,0.15,0.58,0.15,0.72
243,Helvetica Now Deck Condensed Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
244,Helvetica Now Deck Condensed Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
245,Helvetica Now Deck Expanded Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
246,Helvetica Now Deck Expanded Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Deck,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
247,Helvetica Now Deck Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Normal,Inter,0.0,0.15,0.58,0.15,0.72
248,Helvetica Now Deck Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Normal,Inter,0.0,0.15,0.58,0.15,0.72
249,Helvetica Now Deck Condensed Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
250,Helvetica Now Deck Condensed Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
251,Helvetica Now Deck Expanded Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
252,Helvetica Now Deck Expanded Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Deck,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
253,Helvetica Now Deck Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Normal,Inter,0.0,0.15,0.58,0.5,0.72
254,Helvetica Now Deck Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Normal,Inter,0.0,0.15,0.58,0.5,0.72
255,Helvetica Now Deck Condensed Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
256,Helvetica Now Deck Condensed Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
257,Helvetica Now Deck Expanded Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Expanded,Inter,0.0,0.15,0.58,0.5,0.72
258,Helvetica Now Deck Expanded Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Deck,Expanded,Inter,0.0,0.15,0.58,0.5,0.72
259,Helvetica Now Deck Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Normal,Inter,0.0,0.15,0.58,0.5,0.72
260,Helvetica Now Deck Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Normal,Inter,0.0,0.15,0.58,0.5,0.72
261,Helvetica Now Deck Condensed Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
262,Helvetica Now Deck Condensed Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
263,Helvetica Now Deck Expanded Medium,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Expanded,Inter,0.0,0.15,0.58,0.5,0.72
264,Helvetica Now Deck Expanded Medium Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Medium 500,Deck,Expanded,Inter,0.0,0.15,0.58,0.5,0.72
265,Helvetica Now Deck SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
266,Helvetica Now Deck SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
267,Helvetica Now Deck Condensed SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
268,Helvetica Now Deck Condensed SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
269,Helvetica Now Deck Expanded SemiBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
270,Helvetica Now Deck Expanded SemiBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,SemiBold 600,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
271,Helvetica Now Deck Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
272,Helvetica Now Deck Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
273,Helvetica Now Deck Condensed Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
274,Helvetica Now Deck Condensed Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
275,Helvetica Now Deck Expanded Bold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
276,Helvetica Now Deck Expanded Bold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Bold 700,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
277,Helvetica Now Deck ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
278,Helvetica Now Deck ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
279,Helvetica Now Deck Condensed ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
280,Helvetica Now Deck Condensed ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
281,Helvetica Now Deck Expanded ExtraBold,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
282,Helvetica Now Deck Expanded ExtraBold Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,ExtraBold 800,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
283,Helvetica Now Deck Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
284,Helvetica Now Deck Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Normal,Inter,0.0,0.15,0.58,0.85,0.72
285,Helvetica Now Deck Condensed Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
286,Helvetica Now Deck Condensed Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Condensed,Inter,0.0,0.15,0.58,0.85,0.45
287,Helvetica Now Deck Expanded Black,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
288,Helvetica Now Deck Expanded Black Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Black 900,Deck,Expanded,Inter,0.0,0.15,0.58,0.85,0.72
289,Helvetica Now Banner Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Normal,Inter,0.0,0.15,0.58,0.15,0.72
290,Helvetica Now Banner Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Normal,Inter,0.0,0.15,0.58,0.15,0.72
291,Helvetica Now Banner Condensed Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
292,Helvetica Now Banner Condensed Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
293,Helvetica Now Banner Expanded Thin,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
294,Helvetica Now Banner Expanded Thin Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Thin 100,Banner,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
295,Helvetica Now Banner Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Normal,Inter,0.0,0.15,0.58,0.15,0.72
296,Helvetica Now Banner Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Normal,Inter,0.0,0.15,0.58,0.15,0.72
297,Helvetica Now Banner Condensed Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
298,Helvetica Now Banner Condensed Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Condensed,Inter,0.0,0.15,0.58,0.15,0.45
299,Helvetica Now Banner Expanded Light,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
300,Helvetica Now Banner Expanded Light Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Light 300,Banner,Expanded,Inter,0.0,0.15,0.58,0.15,0.72
301,Helvetica Now Banner Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Banner,Normal,Inter,0.0,0.15,0.58,0.5,0.72
302,Helvetica Now Banner Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Banner,Normal,Inter,0.0,0.15,0.58,0.5,0.72
303,Helvetica Now Banner Condensed Regular,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Banner,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
304,Helvetica Now Banner Condensed Regular Italic,Helvetica Now,Monotype,Switzerland / USA,Grotesque,Regular 400,Banner,Condensed,Inter,0.0,0.15,0.58,0.5,0.45
